slno,trans_date_trans_time,cc_num,category,AMT_TRANS,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,merch_lat,merch_long,is_fraud
107,21-06-2020 12:47,4.19E+15,personal_care,180000,Jennifer,Spencer,F,477 Wheeler Burg,Amanda,OH,43102,39.6251,-82.7552,4512,Farm manager,03-10-1992,36889cdd6d799ccda86cf3c6509010b1,39.66641,-83.562243,1
108,21-06-2020 12:47,6.76E+11,shopping_pos,52128,Brandy,Quinn,F,9734 Beard Fields Suite 885,Altair,TX,77412,29.6047,-96.5249,106,"Editor, film/video",24-07-1983,079d03199dc2ffb7c43dd5eb385a73ce,29.472265,-96.14221,0
109,21-06-2020 12:47,4.13E+18,health_fitness,135000,Monique,Martin,F,68276 Matthew Springs,Ratcliff,TX,75858,31.3833,-95.0619,43,"Engineer, production",04-10-1949,fbc91c22ac16b4b77f1e19395fcbdf95,30.950957,-94.108481,1
110,21-06-2020 12:47,4.68E+12,misc_pos,723996,Joseph,Gonzalez,M,319 Wendy Fort Suite 179,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",06-03-1978,87e1122fde1f3bd876a983771001e1a0,36.333062,-86.086992,0
111,21-06-2020 12:47,3.52E+15,shopping_net,891072,Grace,Williams,F,28812 Charles Mill Apt. 628,Plantersville,AL,36758,32.6176,-86.9475,1412,Drilling engineer,20-11-1970,cc4cbdd981c4168207c152552049c6c4,32.678558,-87.272214,0
112,21-06-2020 12:48,4.59E+18,home,1136439,Amber,Lewis,F,6296 John Keys Suite 858,Pembroke Township,IL,60958,41.0646,-87.5917,2135,"Psychotherapist, child",08-05-2004,bfcb7bca0abb957f3bb3aedf0c53a448,42.013548,-88.039021,1
113,21-06-2020 12:48,6.01E+15,health_fitness,384048,Lisa,Mendez,F,44259 Beth Station Suite 215,Lahoma,OK,73754,36.385,-98.0727,1078,"Programme researcher, broadcasting/film/video",06-07-1952,d9b78593363eb13e3c9df801ac3eb3cf,37.019405,-97.388758,0
114,21-06-2020 12:48,3.58E+15,home,180000,Jessica,Ward,F,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,24-10-1981,8ff1723f3c170304d75667e0b38340a9,33.914314,-111.576584,1
115,21-06-2020 12:48,3.02E+13,shopping_pos,391194,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,23-03-1977,bd5f6bdf511756c4bcd0899b4e7ae167,32.852509,-95.443675,0
116,21-06-2020 12:49,3.54E+15,food_dining,1571931,Lawrence,Frost,M,82448 Tucker Cliff,Kittery Point,ME,3905,43.0976,-70.7121,1780,Broadcast engineer,21-01-1983,5604d2f56dafb70fb50d04097fa5ba43,42.526152,-70.524338,1
117,21-06-2020 12:49,2.13E+14,travel,891072,Monica,Lane,F,3270 Scott Islands,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,17-04-1970,4fa5b0675da2c2de8056876f621c0f69,43.70784,-71.15595,1
118,21-06-2020 12:50,3.69E+13,personal_care,824823,Ana,Mccormick,F,4503 Patricia Route,Meridian,ID,83646,43.6498,-116.4306,84106,Intelligence analyst,11-02-1971,deacd215ee877a514656c57be9a2b48d,43.84533,-116.859776,0
119,21-06-2020 12:51,2.72E+15,food_dining,302341.5,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",22-08-1997,91a54264afc003d048c777e4ad5b1afc,44.191357,-70.730185,1
120,21-06-2020 12:51,4.58E+18,shopping_pos,675000,Amanda,Gomez,F,8152 Brittany Centers,Dallas,TX,75218,32.8463,-96.6972,1263321,"Designer, ceramics/pottery",16-04-1975,669f6c81e6fe6f99a4bb6c5f2802c1ca,32.422918,-96.070476,1
121,21-06-2020 12:51,4.54E+18,health_fitness,579195,Nathan,Mendoza,M,767 Adam Mill Apt. 115,Espanola,NM,87533,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,18-07-1972,5cc15d56b7341ea11cc952e4f6289a2b,36.955738,-105.798176,1
122,21-06-2020 12:52,3.52E+15,personal_care,270000,Barbara,Lowe,F,67210 Lori Creek,Sherman,TX,75092,33.6372,-96.6184,46563,Systems developer,11-09-1970,e1d67d1bdbfad574800947945fa80f13,34.17475,-96.873112,0
123,21-06-2020 12:53,3.55E+15,travel,535500,Jordan,May,M,1626 Susan Course,Aledo,TX,76008,32.7004,-97.6039,13602,Optometrist,05-07-1984,cabf90039e8dad0f7b6627b4f9923008,33.268393,-98.42305,0
124,21-06-2020 12:53,3.53E+15,home,260725.5,Derek,Bentley,M,782 Lee Crossing Apt. 209,Weeping Water,NE,68463,40.8731,-96.1528,1517,Dealer,08-11-1951,f6eed8faf9b934c56a52baa4e8cbf7d2,41.056503,-96.593249,0
125,21-06-2020 12:54,4.90E+12,shopping_pos,327024,Michael,Johnson,M,094 Owens Underpass,Norwalk,CA,90650,33.9056,-118.0818,105549,Firefighter,22-09-1973,a7a9c929d59b6e142e703b4b60fc9d75,34.154574,-117.853243,0
126,21-06-2020 12:54,3.89E+13,shopping_pos,518562,Lori,Rodriguez,F,12087 Michael Light,Creola,OH,45622,39.3543,-82.503,321,"Copywriter, advertising",24-06-1979,2354372523a6373def295b4b921aa943,39.087656,-82.268046,0
127,21-06-2020 12:54,3.55E+15,home,755190,Jerry,Robinson,M,212 Mary Stream,Arcadia,MI,49613,44.5232,-86.2061,680,"Designer, jewellery",21-12-1966,01e26ef1319fe44bff28751b8e7b0d27,43.621152,-85.447931,1
128,21-06-2020 12:54,3.78E+14,personal_care,539590.5,Mary,Mcintyre,F,77921 Costa Villages,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",06-04-1964,5608b93eb3a58c087fc11a809718d9e1,43.046296,-122.689361,1
129,21-06-2020 12:54,3.51E+15,personal_care,182016,Amber,Perez,F,954 Reyes Ways,Fulton,SD,57340,43.7588,-97.8712,355,Financial adviser,26-06-1955,0adbb8f5d6b042f32f2391d8d349cd66,44.398989,-97.772526,1
130,21-06-2020 12:55,2.30E+15,food_dining,254412,Judy,Hogan,F,4970 Michelle Burgs,Brooklyn,NY,11217,40.6816,-73.9798,2504700,Medical sales representative,01-09-1999,07972757acdafdc949dd42ce5c6cf07d,41.402386,-73.167331,1
131,21-06-2020 12:55,6.30E+11,home,1107981,Ian,Patton,M,8088 Sherman Radial Suite 689,Helm,CA,93627,36.4992,-120.0936,123,Early years teacher,07-02-1973,8d3e8fd863637cec9c1a3c517d2096ad,35.884509,-120.349641,1
132,21-06-2020 12:55,3.76E+14,kids_pets,180000,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,11-02-1982,01de2fecd50d677ce0a9ce87b760bd49,41.1231,-101.207306,0
133,21-06-2020 12:55,4.68E+12,travel,675000,Daniel,Boyd,M,8925 Nicholas Points,Egan,LA,70531,30.251,-92.5002,1261,Broadcast presenter,01-07-1972,95427dcec71aa88ad39bf523084d1bca,30.87087,-92.873036,0
134,21-06-2020 12:55,4.50E+18,home,945000,Katherine,Tucker,F,670 Le Meadows Suite 250,Lakeland,FL,33811,27.9865,-82.0139,237282,Clothing/textile technologist,03-07-1979,b28a70d840dae6c46bec7df6c8340cfd,28.642801,-82.701559,0
135,21-06-2020 12:56,4.26E+12,home,1755000,Julie,Johnson,F,9331 Robert Passage Suite 327,Hudson,KS,67545,38.1485,-98.6408,215,Probation officer,22-11-1968,51cdc787845ce5aab65a7598e5127553,38.908427,-99.275548,1
136,21-06-2020 12:57,6.30E+11,entertainment,590337,Jennifer,Black,F,2870 Bean Terrace Apt. 756,Thomas,WV,26292,39.1505,-79.503,836,Forensic psychologist,29-08-1981,3c16826f4605f06be65c218e14321e10,39.097309,-79.398315,1
137,21-06-2020 12:57,3.49E+14,kids_pets,1515415.5,Megan,Murphy,F,53696 Laura Radial,Holstein,NE,68950,40.4542,-98.6538,331,Telecommunications researcher,19-08-1950,afdf2f92eb150d6b7bc274ee6ee1d378,39.723854,-98.16341,0
138,21-06-2020 12:57,3.59E+15,health_fitness,675000,Kathy,Hughes,F,02110 Lucas Freeway Suite 517,Battle Creek,IA,51006,42.3327,-95.6045,1075,"Teacher, early years/pre",02-01-1997,97a5689374259165c553e66d3a81d1f8,42.079377,-96.459033,1
139,21-06-2020 12:58,6.54E+15,entertainment,370629,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,22-09-1997,abc1f238e28693cfe3728856b2aba429,41.928491,-80.004966,0
140,21-06-2020 12:58,4.26E+12,food_dining,547344,Whitney,Gallagher,F,0374 Courtney Islands Apt. 400,Deane,KY,41812,37.2409,-82.7696,230,"Conservation officer, historic buildings",04-08-1997,ab7249121f58e23cdfe7073c3e44e751,36.578865,-83.087049,0
141,21-06-2020 12:58,4.19E+12,health_fitness,550489.5,Jason,Farmer,M,33165 Larry Walks Suite 960,Ragland,AL,35131,33.7367,-86.1619,4159,Educational psychologist,03-02-1998,4261f223080c243558f1f5f0752e26f4,33.315422,-85.538494,1
142,21-06-2020 12:59,3.71E+14,entertainment,407434.5,Randall,Burgess,M,393 Carroll Route Suite 197,Norman Park,GA,31771,31.2462,-83.6549,5666,Rural practice surveyor,14-09-2003,e558e093053328aba4af71a4b98a9a4e,32.024134,-84.370346,0
143,21-06-2020 12:59,2.23E+15,kids_pets,1293502.5,Angie,Jones,F,6970 Blake Trail,Clearwater,FL,33760,27.9004,-82.7152,172247,"Geneticist, molecular",22-10-1979,622c606c3699ae063f4ecc8396c1ca23,28.51525,-81.9264,1
144,21-06-2020 13:00,5.46E+15,travel,152820,Taylor,Khan,F,658 Diane Glen Apt. 677,North Washington,PA,16048,41.0472,-79.8089,139,Patent attorney,25-05-1954,bf22bf7594e4fde6d8505583a3aa513a,42.039551,-80.43667,0
145,21-06-2020 13:00,3.56E+15,food_dining,427500,Jose,Vasquez,M,572 Davis Mountains,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,27-12-1999,9c157efc6d10cbbe6466a1e22ab1be1c,28.984465,-95.201668,1
146,21-06-2020 13:01,4.65E+15,shopping_pos,781920,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",06-06-1999,08e1c67ce4d29fce88699c006b5e1326,37.768096,-85.96479,0
147,21-06-2020 13:01,4.65E+15,misc_net,225000,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",06-06-1999,d538564d5f10e27d085d28a729d2d712,37.330453,-86.371893,1
148,21-06-2020 13:01,6.59E+15,shopping_net,1251072,Melissa,Meza,F,244 Abbott Parkway,Loxahatchee,FL,33470,26.7383,-80.276,26551,Paramedic,04-01-1977,29e429a9aa6b648608808cf528acce73,27.22974,-79.854819,0
149,21-06-2020 13:01,4.99E+12,food_dining,1078200,Martin,Ford,M,56812 Francis Courts,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,13-12-1960,4e356cf545db05d550a7fd6938b9e23d,39.373197,-78.936159,0
150,21-06-2020 13:01,3.52E+15,shopping_pos,312682.5,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.233,31394,Hospital doctor,12-11-1996,6423f3a9873d7b30151eeada5f6017b8,39.718638,-83.508406,0
151,21-06-2020 13:01,4.71E+18,home,679500,Juan,Henry,M,9795 Lori Island Suite 346,Turner,MT,59542,48.8328,-108.3961,192,Further education lecturer,04-01-1964,8f5909f09ba243baf2e2a7fe35b04d62,48.593996,-109.34164,0
152,21-06-2020 13:02,6.39E+11,shopping_pos,675000,Destiny,Lowe,F,79472 Stevens Trace Apt. 120,Hannawa Falls,NY,13647,44.6087,-74.9732,69,Chief Executive Officer,05-06-1991,040b4662b0dd06a0e5f7eb81d0959721,44.838244,-73.999716,0
153,21-06-2020 13:03,3.52E+15,kids_pets,1288350,William,Cannon,M,43809 Kenneth Circles Suite 152,Union,WV,24983,37.5802,-80.5248,2443,Chartered public finance accountant,16-10-1941,1b3c6309a57bf4c278909a3e443a69be,37.234253,-80.919841,0
154,21-06-2020 13:04,3.57E+15,food_dining,245619,Amanda,Vance,F,14601 Downs Skyway Apt. 440,Sterling City,TX,76951,31.8351,-101.0017,1143,"Scientist, biomedical",19-03-1962,4fd98a1d5c20d491f465396a2fa7b7cf,31.58089,-100.124515,1
155,21-06-2020 13:05,5.58E+15,entertainment,135000,Stanley,Dickson,M,078 Alex Fields,Smock,PA,15480,39.9961,-79.7678,1946,Charity fundraiser,21-06-1990,dae3acfdc809114694a329092fa7a4ab,39.405308,-80.276368,0
156,21-06-2020 13:05,4.30E+15,food_dining,239850,David,Rodriguez,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,25-05-1995,696499e736d236354eb923e84bee46d0,42.771404,-86.007649,0
157,21-06-2020 13:05,60416207185,home,187704,Mary,Diaz,F,9886 Anita Drive,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Information systems manager,17-02-1986,f21e1a09f59c50a66735409308285b1d,42.945526,-108.530901,0
158,21-06-2020 13:05,4.04E+18,entertainment,269550,Amy,Abbott,F,01505 Amy Stravenue,Dayton,OH,45415,39.8355,-84.2613,479994,Environmental manager,09-11-1970,f98bb52a6572081f4f36c75e1e17419a,39.990538,-83.772467,1
159,21-06-2020 13:06,3.58E+15,health_fitness,1325475,Cody,Hooper,M,7233 John Parks,Lepanto,AR,72354,35.6069,-90.3359,2470,Counselling psychologist,06-10-1968,e425481e14107e857910b3112ffd09c2,36.366507,-89.559427,0
160,21-06-2020 13:06,4.12E+15,kids_pets,263844,Melinda,Gutierrez,F,1497 West Gateway,Eureka,IL,61530,40.7152,-89.2706,6713,Archivist,19-08-1945,e5b8b489e92f287af65bda03af02f030,41.264839,-89.537983,0
161,21-06-2020 13:07,1.80E+14,food_dining,263686.5,Sharon,Smith,F,17666 David Valleys,Sun City,CA,92585,33.7467,-117.1721,54287,"Designer, exhibition/display",22-09-1972,32d09af0255fb72c82da7191246d8205,32.811948,-117.597983,0
162,21-06-2020 13:07,4.91E+18,health_fitness,544491,Charles,Moreno,M,838 Franklin Prairie Apt. 902,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,13-02-1987,3d9306d075b6b52268ba7c890be3b74a,24.630585,-80.806677,1
163,21-06-2020 13:07,4.67E+15,personal_care,225000,Kenneth,Edwards,M,3653 Ryan Crossroad,Andrews,IN,46702,40.8618,-85.6067,2304,Retail banker,25-07-1955,afaa281ba58cf4c3a58b440d6106fb46,40.754358,-84.74907,0
164,21-06-2020 13:07,6.01E+15,shopping_net,296280,Valerie,Davis,F,3861 Anderson Ramp Apt. 536,Drakes Branch,VA,23937,36.9688,-78.5615,1970,Energy engineer,02-09-1985,0a4e8eb858470184696ba2026a105361,36.46674,-78.785534,0
165,21-06-2020 13:08,3.58E+15,kids_pets,315000,Michele,Patrick,F,557 Lynn Garden Suite 907,Spirit Lake,ID,83869,47.9657,-116.868,4161,Production manager,12-06-1957,c847bb58c601f2f452b25635b706131b,47.57809,-117.293211,1
166,21-06-2020 13:08,4.10E+15,home,336150,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",07-07-1975,95b28c98c518e783969e6faeef2817d2,38.897742,-79.366165,0
167,21-06-2020 13:08,6.01E+15,shopping_net,755190,Rebecca,Erickson,F,594 Berry Lights Apt. 392,Wilmington,NC,28405,34.2651,-77.867,186140,English as a second language teacher,08-02-1983,249ecb7b44d6d42a8eb155833fe23c53,34.622777,-77.827863,1
168,21-06-2020 13:08,4.48E+15,food_dining,497520,Leslie,Ford,F,4938 Hatfield Course,Henderson,WV,25106,38.8265,-82.1364,642,Building services engineer,30-08-1946,6a6950d57d0392520d9c6cef99cb5139,39.656974,-81.869361,0
169,21-06-2020 13:09,3.05E+13,personal_care,531000,Karen,Sullivan,F,6313 Scott Trace,Rossville,IL,60963,40.3625,-87.6692,1807,"Buyer, retail",02-06-1975,5b1d22a101d05ab7604228edb383afbb,40.875589,-87.326088,1
170,21-06-2020 13:09,6.54E+15,shopping_net,269550,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,22-09-1997,88c4b3f91b1381005e54ecf64d47074c,41.990632,-79.263948,0
171,21-06-2020 13:10,4.74E+18,kids_pets,450000,Toni,Gomez,F,062 Carl Dam,Altona,NY,12910,44.8816,-73.6408,2148,"Surveyor, land/geomatics",23-05-1953,2567ddb79772901c49f33ce71c1725cc,44.94133,-72.776396,1
172,21-06-2020 13:10,2.30E+15,shopping_net,675000,Judy,Hogan,F,4970 Michelle Burgs,Brooklyn,NY,11217,40.6816,-73.9798,2504700,Medical sales representative,01-09-1999,e1766317e6eb58ae76cdc01a47c63584,41.054447,-73.397034,0
173,21-06-2020 13:10,4.86E+18,kids_pets,127350,Ashley,Cruz,F,65417 Walsh Radial Suite 691,Saint Amant,LA,70774,30.2385,-90.8435,10076,"Surveyor, rural practice",16-12-1977,a8480e70abddf42a38235d99bead2e94,30.294573,-91.095702,0
174,21-06-2020 13:11,2.36E+15,personal_care,119925,Mike,Tran,M,17355 Mendoza Bypass Suite 059,Linthicum Heights,MD,21090,39.2092,-76.6681,9784,"Conservator, furniture",30-10-2024,80238f7c0f608c0acdbae0606c1d50c4,38.822123,-76.630036,1
175,21-06-2020 13:12,2.29E+15,misc_pos,532494,Richard,Brown,M,17819 Jose Mount Suite 657,Heidelberg,MS,39439,31.882,-88.9981,4573,"Exhibitions officer, museum/gallery",15-02-1988,3e07083b31a9f4ec8572c8bdf404aa45,30.913891,-89.899434,0
176,21-06-2020 13:12,4.81E+18,kids_pets,808650,Carolyn,Perez,F,433 Blake Roads Suite 967,Wheaton,MO,64874,36.7651,-94.0492,760,Production manager,31-08-1985,b73444bf97ae00beee417c486c72037a,37.587316,-93.356223,0
177,21-06-2020 13:13,4.29E+15,home,318528,Gail,Weaver,F,979 Stewart Lake,New Ellenton,SC,29809,33.413,-81.69,2206,Biomedical scientist,31-12-1986,9403d07997aa1f0bd127cb0fefc9d246,34.071619,-81.220208,1
178,21-06-2020 13:14,3.70E+14,kids_pets,700830,Christopher,Gomez,M,950 Dunn Squares,Tickfaw,LA,70466,30.5668,-90.482,8512,"Accountant, chartered public finance",03-09-1951,994d71674f1338f94f9d6e45c2d22993,29.903396,-90.938375,0
179,21-06-2020 13:15,2.30E+15,health_fitness,888840,Judy,Hogan,F,4970 Michelle Burgs,Brooklyn,NY,11217,40.6816,-73.9798,2504700,Medical sales representative,01-09-1999,8ff2dc53da0c292fc7effce265fa2019,39.757225,-74.168759,0
180,21-06-2020 13:15,4.30E+18,home,540000,Joe,Howard,M,109 Brian Lights Apt. 504,Shippingport,PA,15077,40.6025,-80.3863,198,Secretary/administrator,26-10-1978,cf8f797d5cecd6da34bd695e94f38d24,40.748806,-80.020684,0
181,21-06-2020 13:15,4.06E+18,kids_pets,771493.5,Patricia,Mendoza,F,1683 Davidson Freeway,Mendon,UT,84325,41.71,-111.9817,2078,"Scientist, audiological",13-06-1963,f446cd7512da7d551e93c5039313f5c5,42.491626,-112.511975,1
182,21-06-2020 13:15,2.13E+14,personal_care,746280,Tara,Campbell,F,05050 Rogers Well Apt. 439,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,01-08-1984,c6fe3189d929456a779d341498fb177b,42.096035,-109.177709,0
183,21-06-2020 13:15,3.45E+14,personal_care,278460,Brian,Perez,M,78652 Scott Ports,Ashfield,MA,1330,42.5232,-72.811,1506,"Production assistant, radio",03-04-1960,2ad013f65673cfecae9888a03ea01f34,41.642272,-72.961369,0
184,21-06-2020 13:15,6.01E+15,personal_care,436032,Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,31-07-1975,72acc3171b3d508b453db1b030a4697d,40.399461,-104.893892,1
185,21-06-2020 13:16,3.01E+13,misc_pos,227520,Jared,Velazquez,M,01479 Murray Circle,Matawan,NJ,7747,40.4109,-74.238,30770,Drilling engineer,29-04-1993,30c448bc4d6f4cc7b506c863259aeae3,41.326093,-74.999578,0
186,21-06-2020 13:16,4.49E+15,home,67500,Jonathan,Byrd,M,5554 Mack Meadows,Premier,WV,24878,37.3752,-81.6539,337,Advice worker,17-10-1986,86891e13759b4ddf02d7236ea1ef305e,38.08284,-81.851367,0
187,21-06-2020 13:16,3.77E+14,personal_care,254700,Billy,Gallagher,M,673 Delgado Burg,Greenwich,NJ,8323,39.4055,-75.3209,804,Insurance risk surveyor,25-03-1965,043c07bbb352d71d2c45565ea710e859,39.746745,-75.181483,0
188,21-06-2020 13:17,3.43E+14,personal_care,876078,Gloria,Wallace,F,234 Bridges Wells Apt. 389,Center Tuftonboro,NH,3816,43.6849,-71.2551,1368,"Optician, dispensing",05-08-1971,a04f0adf6fe71acac0fcc1b9d398bc25,43.602776,-71.193631,1
189,21-06-2020 13:17,3.54E+15,health_fitness,2250000,Steven,Yoder,M,94975 David Mews Apt. 316,Summerfield,TX,79085,34.7437,-102.5064,53,Fisheries officer,19-06-1992,cffd08fc41f597eadfe47b42d50e2f13,33.937535,-101.727485,0
190,21-06-2020 13:17,3.44E+14,food_dining,1040985,Jeffrey,Munoz,M,836 Stephanie Union,Cedar,MI,49621,44.8605,-85.8138,3096,"Social research officer, government",11-10-1975,94fb6a21fa403b383ff67b50b10b9ad6,45.528331,-85.948783,0
191,21-06-2020 13:18,3.00E+13,entertainment,684054,Allison,Ayala,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,29-08-1985,c02d314735d9077b7d9c77ec21261cfa,26.197333,-81.976019,1
192,21-06-2020 13:18,3.58E+15,shopping_pos,1256400,Rachel,Villarreal,F,250 Carrie Throughway,University,MS,38677,34.3396,-89.5736,4198,Curator,22-06-2001,925ac4268c05cdddde79f97574621117,34.050515,-89.005628,0
193,21-06-2020 13:19,3.02E+13,travel,720000,Rebecca,Butler,F,0665 Lisa Alley,Winger,MN,56592,47.5375,-95.9941,516,Applications developer,07-06-1966,a9c7b779653f3016dc02688d40753e9c,48.472897,-96.572501,0
194,21-06-2020 13:19,1.80E+14,health_fitness,270000,Richard,Barnes,M,1339 Johnson Landing Suite 007,De Lancey,NY,13752,42.189,-74.9229,782,Chartered accountant,28-08-2000,6945efccedc4673f5e3ea97ae7494bfb,41.79335,-74.149107,1
195,21-06-2020 13:19,4.90E+15,shopping_pos,1024740,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,19-10-1990,3f3f4b3fd1cd14f870726cd741a0b819,41.346225,-75.015359,0
196,21-06-2020 13:20,2.26E+15,home,1102500,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,17-10-1995,b2d30bc0ca473971ef0596ff8646dd0b,29.444963,-98.571075,0
197,21-06-2020 13:20,1.80E+14,home,544491,Cody,Miller,M,25748 John Wells,Mooresville,NC,28117,35.584,-80.8685,69793,Control and instrumentation engineer,08-12-1953,dbc1f8f279eb6d8a427226e47a3bbb48,35.013372,-81.23403,1
198,21-06-2020 13:20,2.29E+15,home,405000,Morgan,Murray,F,2788 Brittney Island,Blairstown,MO,64726,38.5319,-93.9221,467,Agricultural consultant,27-05-1950,1dfb39918a5b8c7954335d2958c59db5,38.876506,-94.460586,0
199,21-06-2020 13:21,4.22E+12,travel,912240,Patrick,Torres,M,27386 Snyder Station,Oxford,MI,48371,42.8223,-83.2829,24840,Agricultural consultant,20-01-1960,3f21f4179b16adf504771d5ce3963db7,42.299024,-83.435877,1
200,21-06-2020 13:21,4.12E+15,home,679671,Melinda,Gutierrez,F,1497 West Gateway,Eureka,IL,61530,40.7152,-89.2706,6713,Archivist,19-08-1945,3be6acc4b5e85330d7d2694a02651375,39.829193,-88.918803,0
201,21-06-2020 13:21,4.64E+12,health_fitness,180000,Melissa,Krause,F,67632 Martin Gateway,Fordoche,LA,70732,30.6576,-91.6264,1178,Community education officer,13-06-1951,2d1d5f9680c397474923180661f85978,30.990542,-92.331269,0
202,21-06-2020 13:21,3.59E+15,health_fitness,364896,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,29-02-1984,9ff38367441a692eeae413805a128ea5,47.008606,-122.947605,0
203,21-06-2020 13:22,3.53E+15,entertainment,312768,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,29455,32.8357,-79.8217,20478,Materials engineer,04-06-1997,d9547259366164a884a5ca6ec23a5764,32.932743,-80.714156,1
204,21-06-2020 13:22,6.01E+15,shopping_pos,1288350,Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,08-04-1993,95cc4ceca59c656d73a7ccffb8c945f6,34.30743,-91.964227,0
205,21-06-2020 13:22,3.78E+14,health_fitness,781920,Mary,Mcintyre,F,77921 Costa Villages,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",06-04-1964,497240430e49d2312f7dc965976af334,44.158389,-122.847567,0
